title,url,author,date,hubs,views,comments,rating,text
"Story Points не работают? И другие мифы про оценку задач, в которые мы почему-то верим",https://habr.com/ru/companies/oleg-bunin/articles/908522/,kirekov,2025-05-12T12:00:40.000Z,,,,+30,"Про Story Points можно услышать что угодно. На одной конференции спикер всерьёз говорил: «Story Points — это плохо. Не используйте их вообще. Плохая практика».Но почему столько хейта? Неужели всё действительно так плохо? Или дело не в Story Points, а в том, как именно их используют?Меня зовут Семён, я тимлид в МТС Аналитике, бывший Java-разработчик, сертифицированный Scrum Master и преподаватель курса по Java в МФТИ. Веду блог. За годы работы много раз видел, как команды мучаются с оценками задач.В этой статье расскажу, за что критикуют оценки, чем отличаются человеко-часы от футболок и Story Points, когда их стоит применять — а когда лучше не мучиться и попробовать NoEstimates. И почему отношение к Story Points столь неоднозначно.​Будет и про типовые ошибки, и про работающие подходы — чтобы планировать задачи без лишней боли. Спойлер: идеального способа оценки задач не существует. Зато есть вполне рабочие способы не сойти с ума и при этом нормально планировать работу."
Как довести фичу до продакшена без боли: пошаговый гайд от команды RuStore. Часть 2,https://habr.com/ru/companies/vk/articles/908610/,GrinRus,2025-05-12T12:00:18.000Z,,,,+11,"В первой части гайда RuStore по доставке фичей мы — техлид backend-команды Rustore Григорий Рябов и руководитель команды разработки RuStore: направление платежей, Александр Котельников, разобрали подготовительные этапы, которые закладывают прочный фундамент для всей разработки: от Kick-off и архитектурного планирования до Technical Design и тестовой стратегии."
Ролевые игры для CTO: устраняем неэффективные настройки по умолчанию в технологических командах,https://habr.com/ru/articles/908624/,YourDestiny,2025-05-12T11:49:45.000Z,,,,+9,"Все вокруг повторяют мантры про «не сдаваться», хакатоны и борьбу с техническим долгом. Эти слова звучат правильно — но почему тогда команды, которые им следуют, часто буксуют на месте? Может, дело не в мотивации, а в том, что мы слепо копируем сценарии, которые давно не работают? Пора выйти за рамки привычного.Привет, Хабр! Меня зовут Егор Толстой, я — ведущий подкаста Podlodka и автор Роадмапа Тимлида. Веду телеграм-канал Teamlead Good Reads, где каждый день делюсь идеями о работе с командами. Публикую перевод интересной статьи для техлидов от технического консультанта Авива Бен-Йосефа, автора книги The Tech Executive Operating System.«У нас никто никогда не сдаётся!» «Посмотрите, какой хакатон мы провели!» «Мы жёстко закладываем время на борьбу с техдолгом».На первый взгляд — правильные и вдохновляющие лозунги. Но на деле это просто рекомендации, которым имеет смысл следовать… если вы хотите управлять посредственной командой.Как технический лидер, вы часто попадаете в ловушку «общепринятых» практик. Но что, если именно эти практики тормозят развитие вашей команды и организации? В этой статье — шесть нестандартных установок. Они могут показаться непопулярными, зато помогут выстроить устойчивую, инновационную и по-настоящему эффективную команду."
Что такое MLFlow и как он помогает в разработке моделей,https://habr.com/ru/articles/908618/,skillfactory_school,2025-05-12T11:46:57.000Z,,,,+2,"Многие начинающие в ML наверняка сталкивались с ситуацией: вы пробуете разные модели, меняете параметры, запускаете обучение снова и снова… и через пару дней уже не можете вспомнить, какой именно набор параметров дал тот самый лучший результат. Или, что еще хуже, вы получили отличную модель на своем ноутбуке, а у коллеги на его машине она не воспроизводится. На помощь придет MLflow."
Tuna Секреты — современный подход к конфигурации окружений,https://habr.com/ru/companies/tuna/articles/908550/,jidckii,2025-05-12T11:41:32.000Z,,,,0,"Наша платформа для разработчиков продолжает развиваться и сегодня я расскажу о новой функционале - Секреты. Сервис секретов предназначен для хранения настроек к вашим приложениям, которые вы запускаете - локально, в CI/CD или в своих тестовых и продуктовых окружениях. Он является отличной альтернативой .env файлам и переменным окружениям в CI/CD системах."
Как избавиться от зацикливания обработчиков событий в Битриксе,https://habr.com/ru/companies/bitrix/articles/908612/,evzhukov,2025-05-12T11:34:40.000Z,,,,+16,"Привет, Хабр! Меня зовут Евгений Жуков, я работаю в Битриксе и отвечаю за правильную работу торгового каталога, а также инфоблоков — именно они являются базой для товаров. Разбирая запросы партнеров, вижу, что часто описываемые ими проблемы — это не ошибки в коде наших модулей, а неправильное использование возможностей. Так, например, мы регулярно получаем пожелание — внедрить возможность отключения механизма событий.Как оказалось, это связано с одной распространенной задачей: при изменении одного элемента инфоблока нужно модифицировать другой.  Она встречается в разных кейсах — логирование, деактивация основного товара, когда нет активных предложений, изменение даты активности связанного элемента.Никаких проблем, скажете вы. За 10 минут пишется обработчик, использующий метод CIBlockElement::Update, вешается на событие OnBeforeIBlockElementUpdate / OnAfterIBlockElementUpdate, вызывается тестовый пример, сервер падает... Epic fail в чистом виде..."
Механизмы взаимодействия пользователя и системы с приложением в Windows,https://habr.com/ru/companies/ascon/articles/905814/,Avlakan,2025-05-12T11:32:10.000Z,,,,+3,"В статье на примере десктопного приложения ЛОЦМАН:PLM Клиент покажу, где применяются механизмы организации взаимодействия между пользователем, системой и приложением. А в примерах кода более подробно продемонстрирую, как можно реализовать эти механизмы в приложениях, написанных в среде Lazarus IDE."
DeepSeek как ангел хранитель твоего кода,https://habr.com/ru/articles/908606/,XiaoJieJie,2025-05-12T11:15:36.000Z,,,,-4,"На дворе 2023 год. Город Ханчжоу. Китайская компания High-Flyer решает открыть стартап DeepSeek, для более детального исследования возможностей искусственного интеллекта. Амбициозный проект, на который возложили большие надежды, в том числе, создавая цель, привнести на китайский рынок конкурентоспособную модель AI, которая будет полной альтернативой западным инструментам. Оправдались ли ожидания от открытия Deepseek?! Да, успех проекта оказался колоссальным. Даже учитывая, что это не коммерческая история, отчёт о доходах данной компании показал, что он успешно вытесняет других представителей языковых моделей с рынка. В нашем случае Дипсик полезен тем, что изначально большая его часть разрабатывалась для решения задач, связанных с программированием. Поэтому в данной статье мы рассмотрим, преимущества данного ИИ- помощника для работы с кодом."
"Как мы создавали ИТ-школу с нуля: ошибки, инсайты и уроки, которые мы извлекли (часть 1)",https://habr.com/ru/companies/etpgpb_vesna/articles/908600/,Kainir,2025-05-12T11:13:07.000Z,,,,+2,"Привет, Хабр!Сегодня, в мае 2025 года, ИТ-школа IT2GO — это амбициозный образовательный продукт по развитию компетенций в области ИТ. Школа создана на базе ИТ-компании VESNA, которая в свою очередь родилась на базе Электронной торговой площадки Газпромбанка. Той самой тендерной площадки в топ-7 тендерных площадок России, где разные компании проводят закупки, те самые, которые по 223-ФЗ, 44-ФЗ, и немного коммерческих. В прошлом году школа получила лицензию на осуществление образовательной деятельности."
Собираем демо чемодан из подручных остатков к выставке WBCE2025,https://habr.com/ru/articles/908602/,CYNTRON,2025-05-12T11:08:35.000Z,,,,+3,"Это краткая история о том, как за пару вечеров с помощью россыпи мелочевки с алиэкспресс, термопистолета и WAGO-вских клемм собрать демонстрационный чемодан к выставке."
Как QA не утонуть в новом проекте. Часть 2: организация тестирования и документация,https://habr.com/ru/articles/908334/,kudrachinskaya,2025-05-12T11:05:18.000Z,,,,+1,"Порой всего просто слишком много и это вызывает хаос, в котором из вида теряются важные детали и появляется прокрастинация. Такие ситуации часто вызывают стресс и для того, чтобы этого избежать (или свести к минимуму) нужен план и понимание что, а главное для чего, нужно делать. В этой статье я покажу, как составить тест-план, сверить тестовую документацию с технической, найти пробелы в покрытии, оформить тест-кейсы, чек-листы и баг-репорты. И, главное — приведу примеры готовых промптов для ChatGPT, которые помогут сократить рутину и быстрее включиться в работу."
Вайб-кодинг или осознанная разработка? Я выбираю второе,https://habr.com/ru/articles/908590/,shsv382,2025-05-12T10:49:35.000Z,,,,0,"С приходом ИИ сильно вырос соблазн заниматься простым человеческим вайб-кодингом: пишешь себе промпты, копируешь готовый код, вставляешь в проект - и готово! И бизнес рад, и времени меньше уходит… В чем подвох? Пожалуй, в том, что таким образом все меньше полезной информации оседает в голове.В этой статье я хочу поделиться своим методом, с помощью которого я внедряю новые фичи в проект, над которым работаю, при этом получая новые знания и опыт (как в старые добрые времена), затрачивая гораздо меньше времени."
Google выкатил AI-поиск. Как им воспользоваться?,https://habr.com/ru/companies/bar/articles/908592/,olegchir,2025-05-12T10:49:11.000Z,,,,+9,"Google выкатил AI-поиск. Он ощущается немного по-другому, чем Perplexity. Бесплатно. Если вам интересны новейшие штуки в этой области, советую попробовать. Еще это может быть полезно специалистам по SEO, которым пора уже адаптироваться к новым веяниям — оптимизации для AI-поиска вместо классического краулера.Важно: с русским языком пока не работает. Google выкатил это как эксперимент, и чтобы посмотреть качество и суть работы — этого достаточно. Что такое ""с русским языком не работает"": это не то что результаты будут плохие, а нейронка прямо человечьим языком скажет: ""работают только с английским"" и ответа не напишет совсем никакого. Т.е. если вы не знаете английского, смотреть это бессмысленно.К сожалению, включение сервиса требует определенных приседаний и унижений. В статье есть готовое решение, позволяющее сэкономить десяток минут на самостоятельное прошибание стены лбом."
Дайджест новостей из мира биологии за прошедшую неделю,https://habr.com/ru/articles/908456/,SLY_G,2025-05-12T10:47:28.000Z,,,,+3,"• Исследование показывает, что мы не просто слушаем музыку, а «становимся ею»• Кровь человека, пережившего 200 укусов змей, помогла создать мощное противоядие• Учёные нашли в организме переключатель для регенерации важнейших клеток, связанных со зрением• Учёные разработали метод МРТ, позволяющий определить, не стареет ли ваше сердце слишком быстро• Учёные научились печатать полимеры внутри живых организмов с помощью звука"
От релиз-менеджера до разработчика: почему я ушел из QA и не жалею,https://habr.com/ru/articles/908582/,Nikstrong,2025-05-12T10:26:45.000Z,,,,+24,"2007-й год не вернуть: профессия QA-инженера, которая ещё недавно была престижной и высоко ценилась, сегодня стремительно теряет влияние, превращая опытного эксперта в «универсального бойца», которому можно спихнуть любую работу. Эта статья — моя личная история, в которой я разбираю, почему профессия больше не ценится и что сделать, чтобы она не попала в красную книгу как исчезнувший вид."
Самодельный балансировщик «Колибри»,https://habr.com/ru/articles/908576/,RusInzhener,2025-05-12T10:15:21.000Z,,,,+12,"Всем привет! Хочу поделиться результатами своего многолетнего исследования и разработки прибора для динамической балансировки в собственных опорах. Эта работа началась в 2015 году, когда передо мной встала задача балансировки промышленного вентилятора. На предприятии, где я работал, отсутствовали необходимые компетенции, поэтому пришлось осваивать новую для себя область — вибродиагностику.Началось всё с того, что я задумался о возможности создания собственного прибора для балансировки. Как оказалось, это задача не из лёгких. Она потребовала глубокого погружения в такие области, как микроконтроллеры, цифровая обработка сигналов (ЦОС), программирование, разработка печатных плат, компоновка корпуса и многое другое.В этом увлекательном путешествии мне помогал мой друг Павел, который разделил со мной идею создания балансировочного устройства. Мы работали над проектом вместе, и это позволило нам добиться значительных успехов.Принцип балансировки, как мне показалось, довольно прост: необходимо измерить частоту вращения вала, амплитуду и фазу дисбаланса. Однако на практике это оказалось гораздо сложнее, чем я предполагал.Для начала рассмотрим основные определения, которые будут использоваться в дальнейшем:Дисбаланс — состояние ротора, при котором в результате действия центробежных сил на его подшипники оказывается силовое или кинематическое воздействие.Балансировка — процедура, в ходе которой проводится оценка распределения масс ротора и, при необходимости, их корректировка для минимизации дисбаланса и вибрации."
Последний звонок: прощаемся со Skype,https://habr.com/ru/articles/908570/,Holmogorov,2025-05-12T10:09:52.000Z,,,,+17,"Интернет научил нас расставаться с прошлым без сантиментов: на смену уходящим проектам всегда приходят новые. Но когда я услышал о закрытии Skype, в моей душе что-то дрогнуло. Для меня «Скайп» стал не просто еще одним привычным мессенджером: когда-то он был единственным способом услышать родной голос, увидеть лицо близкого человека, сказать «я рядом», даже если между вами тысячи километров и шесть часовых поясов. Теперь Skype выключают — и кажется, будто во дворе решили снести старую детскую площадку, на которую ты давно не заглядывал, но вдруг вспомнил, сколько счастливых часов провел там в компании старых друзей. Два десятилетия — немалый срок, и за это время Skype стал частью нашей повседневной жизни, местом для радостных встреч и деловых переговоров, свидетелем коротких поздравлений с праздниками и долгих ночных бесед. Самое время оглянуться назад и вспомнить, как это было."
Как настраивать сети: готовые решения Selectel для максимальной отказоустойчивости,https://habr.com/ru/companies/selectel/articles/908568/,GordienkoAnd,2025-05-12T10:09:23.000Z,,,,+23,"Привет! На связи Андрей Гордиенко, ведущий специалист по направлению поддержки облачных продуктов в Selectel. Наша команда следит за своевременными обновлениями, постоянно заботится о состоянии системы, а в случае необходимости готова оперативно выполнить восстановительные работы.

Напомню, что подготовил материал, состоящий из трех частей. Цель — помочь всем, кому необходимо разбираться в особенностях взаимодействия распределенных сервисов. Рассказываю, как использовать сети для выстраивания новой инфраструктуры или улучшения существующей. Предыдущие статьи:
Как настраивать сети: определения, типовые схемы, особенности
Как настраивать сети: выделенный и облачный серверы
Эта часть — заключительная. В ней погрузимся в работу готовых решений. Немного теории и практики помогут понять, что может пойти не так в том или ином случае.

Иногда клиенты, когда самостоятельно добавляют услуги, не до конца понимают все особенности сетевых настроек, а что самое печальное — не документируют параметры сети. После перезагрузки оказывается, что их сервисы должным образом не взаимодействуют. Сегодня на примерах посмотрим, как делать решения отказоустойчивыми."
"Где брать трафик в мире победивших нейросетей? Продолжение, в которой мы узнаем, что поисковики уже чихают",https://habr.com/ru/articles/908572/,igorvarnavsky,2025-05-12T10:07:04.000Z,,,,+7,"Недавно я задавался новозаветным вопросом о трафике в эпоху нейросетей:— Где брать трафик в мире победивших нейросетей?— Где брать трафик в мире победивших нейросетей? Часть 2, где мы меняем сам вопросМоя гипотеза была, что из-за нейросетей поисковый трафик будет падать.На днях она получила подтверждение: Эдди Кью, старший вице-президент Apple по интернет-сервисам, заявил на антимопопольном процессе по делу Google (скриншот выше), что в апреле они зафиксировали падение объема поисковых запросов. Это произошло впервые за 22 года. Кью объясняет это переходом на нейросети: «Люди используют ChatGPT. Люди используют Perplexity. Я сам делаю это все время».После заявления Кью акции Alphabet упали на 8%.Если поиск начал терять высоту, то, скорее всего, это действительно связано с нейросетями.Но куда шар покатится дальше?Будет ли это радикальное перераспределение трафика от поисковиков к нейросетям? Или рынок вырастет для всех?Есть такая гипотеза (не моя):— Люди начнут задавать нейросетям те вопросы, которые раньше адресовали людям. Там, где раньше отвечал знакомый бухгалтер, теперь вступает в диалог ChatGPT.— Объем рынка увеличится. Во многих нишах спрос до сих пор как следует не удовлетворен. Качественные переводы многим были недоступны — а теперь, пожалуйста, хоть Пинчона на суахили.Расскажите о себе — добавим вашей практики в общую мозаику будущего:1. Какие нейросети вы используете?2. Как вы их используете?3. Насколько интенсивно вы их используете?"
Вливаем команду в новую корпоративную культуру без помощи психотерапевта,https://habr.com/ru/companies/skbkontur/articles/902116/,kiyrina,2025-05-12T10:03:19.000Z,,,,+1,"Слияния, поглощения, присоединения, реструктуризация, — все это синонимы к слову «стресс». Обостряет ситуацию еще и то, что в отличие от обычного найма, присоединение новых сотрудников в результате слияния компаний далеко не всегда происходит добровольно. Поэтому от менеджера, который помогает команде влиться, требуется осторожность и особый подход.В статье я расскажу о типичных ошибках, которые происходят, когда пытаешься интегрировать команду в компанию. А еще — поделюсь рекомендациями, как сделать этот процесс менее болезненным."
Быстрый алгоритм fulltext-поиска без токенизации,https://habr.com/ru/companies/tbank/articles/906990/,DmitryOlshansky,2025-05-12T10:00:16.000Z,,,,+14,"Меня зовут Дмитрий Ольшанский, я ведущий инженер Т-Банка. Расскажу о новом (насколько мне известно) алгоритме поиска текста по шаблону. Такая задача возникла в рамках проекта Sage — observability-платформы от Т-Банка, для которой мы строим новый бэкэнд для структурированных логов, SageDB."
"Коллекционная фигурка медбота в стиле аниме 80-х — must-have, кто помнит, что такое “GG no re”",https://habr.com/ru/articles/908566/,Romanyuk,2025-05-12T09:52:25.000Z,,,,+3,"Коллекционная фигурка медбота в стиле аниме 80-х — must-have, кто помнит, что такое “GG no re”Сколько ХП у твоей ностальгии? Если вы в начале 2000-х играли ночами в Brood War и при этом залипали по VHS в Bubblegum Crisis_ и _Macross — держитесь крепче. Потому что на горизонте появилась авторская фигурка, которая как стимпанк в сердце — ностальгия, Олд скул и стиль в одной коробке."
Какие сотрудники не будут эффективно развивать ваш бизнес и как их можно выявить ещё на стадии собеседования?,https://habr.com/ru/articles/908564/,nick_dyuba,2025-05-12T09:52:13.000Z,,,,-13,"Сегодня я к вам со статьей, которая будет полезна как работодателям, так и тем, кто хочет повысить свой уровень дохода, работая в найме."
Уменьшил синтаксис Си ради 15 байт,https://habr.com/ru/articles/908558/,Desvor,2025-05-12T09:37:04.000Z,,,,+1,Скучая на очередном уроке биологии я вспомнил о таком прекрасном творении как brainfuck и о его интерпритаторах...Вернувшись домой я нашел самый маленикий среди интерпритаторов:
Как ESLint помогает управлять архитектурой проекта,https://habr.com/ru/companies/psb/articles/905398/,ErmachenkoBoris,2025-05-12T09:31:43.000Z,,,,+23,"Привет, Хабр! Я Борис Ермаченко, фронтенд-разработчик сервисов для физических лиц ПСБ. В этой статье рассмотрим, как с помощью ESLint построить архитектуру в проекте, и поговорим про несколько подходов. Также прикладываю бонус — демо-проект, где можно экспериментировать и пробовать все подходы."
Продвинутые методы использования TypeScript в реальных проектах,https://habr.com/ru/companies/timeweb/articles/906842/,aio350,2025-05-12T09:10:50.000Z,,,,+16,"Ранее на Piccalilli Сэм Роуз поделился реальными примерами использования вспомогательных типов (utility types) TypeScript. Сегодня я хочу продолжить эту тему и поделиться несколькими продвинутыми возможностями TypeScript для работы с типами, которые, на мой взгляд, особенно полезны и применимы в реальных проектах.
Цель этой статьи — дать общее представление о каждой из возможностей, а также привести пример ее использования, чтобы вы могли лучше ориентироваться в том, какие инструменты можно использовать при создании типов."
Почему из технологий делают культы,https://habr.com/ru/companies/ruvds/articles/905594/,alizar,2025-05-12T09:01:06.000Z,,,,+23,"Кадр из сериала «Безумцы»

Современные технологические гуру рассуждают о бессмертии, копировании разума, перезапуске человеческой цивилизации на Марсе, выведении легиона интеллектуалов путём размножения сапиенсов с высоким IQ. Некоторые выступают в визуальном образе мессии, как Майкл Сейлор. Другие обещают не быть злом или создают Церковь сингулярности. Всё это немного напоминает религиозные культы или секты.

Как известно, на заре своего появления христианство было маленькой сектой религиозных фанатиков. Спустя тысячу лет оно превратилось в фундаментальную силу, определяющую развитие западной цивилизации.

Нечто подобное происходит с технологиями. Изначально маленькие проекты привлекают небольшой круг фанатов. Но со временем набирают силу, армию пользователей — и вот уже вчерашняя экзотика стала мейнстримом. 

Говорят, что технологии — это современная религия. Если так, то внутри основной «религии» много отдельных культов."
Автоматизированное E2E-тестирование App.Farm: от хаоса к системе,https://habr.com/ru/companies/rshb/articles/908514/,appfarm_team,2025-05-12T08:59:29.000Z,,,,+12,"Когда мы только начинали работу над платформой, тестирование напоминало ручное управление парусником в шторм — много усилий, но результат непредсказуем. Разработчики вручную создавали тестовые среды, QA проверяли функционал через Postman, а о стабильности релизов можно было только мечтать. Каждый новый релиз был как лотерея: либо всё работает, либо начинается долгий процесс поиска причины багов в production."
Разбор полётов: что умеет отечественная СХД Аэродиск AQ440,https://habr.com/ru/companies/k2tech/articles/908544/,MKostsov,2025-05-12T08:57:52.000Z,,,,+21,"Привет, Хабр! Меня зовут Михаил Косцов, я руковожу практикой вычислительной инфраструктуры и систем резервного копирования в К2Тех. Сегодня расскажу о результатах тестирования отечественной СХД Аэродиск Engine AQ440. Это одно из российских решений класса midrange, которых сейчас становится все больше на рынке корпоративных систем хранения данных. СХД представлена в реестре Минпромторга, а ее производитель, компания Аэродиск, наверняка знаком многим из вас.В последние годы на рынке появилось много отечественных решений, которые на бумаге выглядят впечатляюще, но на практике не всегда соответствуют заявленным характеристикам. Особенно это касается сложных систем вроде СХД, где нужно не просто собрать железо, но и создать надежное программное обеспечение. К тому же, метрокластер и репликация — функции высокого уровня, которые даже у зарубежных вендоров порой реализованы не идеально. Однако в случае Аэродиск Engine AQ440 результаты оказались интереснее, чем мы ожидали.Мы решили проверить, насколько заявленная функциональность системы соответствует реальности, и как она справляется с различными сценариями использования. Честно говоря, начинали тестирование СХД от Аэродиск с небольшим скепсисом.В этой статье расскажу о впечатлениях от системы, ее архитектуре, функциональности, производительности и отказоустойчивости. Мы протестировали All-Flash-конфигурацию, проверили работу метрокластера (функции, которой пока нет у других отечественных производителей СХД), и создали несколько аварийных ситуаций, чтобы оценить надежность системы.Готовы узнать, как справляется российское решение с задачами корпоративного хранения данных? Давайте разбираться!"
JForge: Создаем свою мини-IDE на Java Swing с нуля (с темной темой и подсветкой синтаксиса!),https://habr.com/ru/articles/908534/,jacqquard,2025-05-12T08:39:24.000Z,,,,+5,"Каждый из нас, Java-разработчиков, хоть раз задумывался: ""А что, если взять и написать свою IDE?"". Ну, может, не полноценную замену IntelliJ IDEA, но что-то компактное, для души, для изучения Swing или просто для фана. Сегодня я хочу поделиться именно таким проектом – JForge, простой IDE для Java, написанной полностью на Swing, с акцентом на приятный темный интерфейс и базовые, но необходимые фичи."
"Распределённый инференс и шардирование LLM. Часть 1: настройка GPU, проброс в Proxmox и настройка Kubernetes",https://habr.com/ru/companies/flant/articles/906700/,Myskat_90,2025-05-12T08:35:49.000Z,,,,+34,"Когда модель DeepSeek R1 стала широко обсуждаться в сообществе, я заинтересовался, можно ли эффективно использовать её и другие крупные модели в домашних условиях, не прибегая к дорогостоящим облачным сервисам. Поскольку DevOps и инфраструктурой я увлекаюсь уже несколько лет, у меня постепенно сформировалась домашняя лаборатория, на которой я и решил проверить эту идею. Эта статья в трёх частях — результат моего опыта в решении этой задачи. Внутри вас ждёт пошаговое руководство по реализации бюджетного распределённого инференса с использованием Ray Serve, vLLM, Kubernetes, Proxmox и других технологий. В первой части мы разберём настройку GPU и его проброс в Proxmox, развернём Kubernetes-кластер, установим GPU Operator и KubeRay Operator."
Калькулятор из iPhone в ReactOS,https://habr.com/ru/articles/908530/,MargoAugust,2025-05-12T08:32:56.000Z,,,,+5,"Я продолжаю изучать программирование. В этот раз моей затеей стал перенос калькулятора из iPhone в ReactOS. В этой статье я расскажу о том, как я переносила калькулятор из iPhone на ReactOS."
Какую no-code платформу выбрать бизнесу в 2025 году,https://habr.com/ru/articles/908518/,tw0face,2025-05-12T08:31:49.000Z,,,,+4,"No-code платформы – мощный тренд 2025 года, позволяющий создавать приложения и автоматизировать процессы компании с минимальным привлечением программистов."
Трамплин в интернет: как мы ускорили запуск Яндекс Браузера,https://habr.com/ru/companies/yandex/articles/907440/,duran-duran,2025-05-12T08:01:18.000Z,,,,+43,"Привет! Это снова Максим из Яндекс Браузера. Мы с командой продолжаем делиться историями об интересных и неочевидных оптимизациях производительности, которые внедряем в наш браузер. В прошлый раз мы писали о том, как улучшили стабильность GPU‑процесса, воспользовавшись оптимизациями в драйверах видеокарт, сделанными специально для Google Chrome. А сегодня речь пойдёт об ускорении старта нашего браузера на Windows."
